station_id,2022-12-03
CDEC:ADM,4.4
CDEC:AGP,-9999.0
CDEC:ALP,4.34
CDEC:BCB,5.41
CDEC:BCH,2.17
CDEC:BFL,1.68
CDEC:BGP,3.47
CDEC:BIM,6.51
CDEC:BKL,7.44
CDEC:BLA,1.08
CDEC:BLC,5.27
CDEC:BLD,4.92
CDEC:BLK,5.5
CDEC:BLS,5.4
CDEC:BMW,3.6
CDEC:BNK,1.56
CDEC:BSK,5.2
CDEC:CDP,5.9
CDEC:CHM,8.4
CDEC:CHP,4.01
CDEC:CRL,5.44
CDEC:CSL,5.5
CDEC:CSV,5.17
CDEC:CWD,2.78
CDEC:CWF,1.2
CDEC:CXS,5.0
CDEC:DAN,-9999.0
CDEC:DDM,3.73
CDEC:DPO,4.72
CDEC:DSS,4.9
CDEC:EBB,7.3
CDEC:EP5,5.7
CDEC:FDC,6.4
CDEC:FLL,2.9
CDEC:FRN,5.04
CDEC:FRW,7.48
CDEC:GEM,7.15
CDEC:GIN,-9999.0
CDEC:GKS,4.32
CDEC:GNF,1.58
CDEC:GNL,6.36
CDEC:GRM,-9999.0
CDEC:GRV,9.48
CDEC:GRZ,4.68
CDEC:HGM,3.2
CDEC:HIG,2.16
CDEC:HMB,5.89
CDEC:HNT,-9999.0
CDEC:HOR,3.4
CDEC:HRK,3.24
CDEC:HRS,-9999.0
CDEC:HVN,4.5
CDEC:HYS,4.92
CDEC:IDC,4.0
CDEC:IDP,6.1
CDEC:INN,2.6
CDEC:KTL,0.0
CDEC:LBD,2.7
CDEC:LLP,8.81
CDEC:LVM,3.2
CDEC:LVT,8.6
CDEC:MDW,7.45
CDEC:MED,5.04
CDEC:MHP,9.48
CDEC:MNT,3.4
CDEC:MRL,3.6
CDEC:MSK,6.2
CDEC:MTM,7.13
CDEC:PDS,-9999.0
CDEC:PET,2.52
CDEC:PSC,6.04
CDEC:PSN,4.0
CDEC:QUA,4.92
CDEC:RBP,2.46
CDEC:RCC,7.14
CDEC:RCK,3.47
CDEC:RP2,5.0
CDEC:RRM,1.53
CDEC:RTL,3.96
CDEC:SCN,3.2
CDEC:SCT,0.84
CDEC:SDF,4.2
CDEC:SDW,3.7
CDEC:SHM,2.28
CDEC:SIL,5.54
CDEC:SLM,5.03
CDEC:SLT,2.76
CDEC:SPS,4.2
CDEC:SPT,2.8
CDEC:SQV,-9999.0
CDEC:SSM,4.25
CDEC:SWM,2.96
CDEC:TCC,2.1
CDEC:TK2,3.6
CDEC:TMR,3.96
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,7.23
CDEC:UTY,2.46
CDEC:VLC,5.72
CDEC:VRG,3.2
CDEC:VVL,7.48
CDEC:WC3,6.1
CDEC:WHW,5.7
CDEC:WTM,2.96
CDEC:WWC,4.35
SNOTEL:1000_OR_SNTL,6.1
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,1.9
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,4.1
SNOTEL:1010_OR_SNTL,3.6
SNOTEL:1011_WA_SNTL,11.5
SNOTEL:1012_WA_SNTL,14.1
SNOTEL:1013_UT_SNTL,4.9
SNOTEL:1014_CO_SNTL,3.0
SNOTEL:1015_WY_SNTL,3.2
SNOTEL:1016_ID_SNTL,1.9
SNOTEL:1017_NM_SNTL,1.2
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,4.6
SNOTEL:1031_CO_SNTL,5.5
SNOTEL:1032_CO_SNTL,3.6
SNOTEL:1033_CO_SNTL,4.3
SNOTEL:1034_NM_SNTL,0.6
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,3.0
SNOTEL:1040_CO_SNTL,3.2
SNOTEL:1043_WA_SNTL,4.9
SNOTEL:1044_OR_SNTL,2.5
SNOTEL:1045_WY_SNTL,1.0
SNOTEL:1046_WY_SNTL,2.5
SNOTEL:1048_NM_SNTL,0.0
SNOTEL:1050_CA_SNTL,3.3
SNOTEL:1051_CA_SNTL,5.3
SNOTEL:1052_CA_SNTL,3.7
SNOTEL:1053_ID_SNTL,2.2
SNOTEL:1054_UT_SNTL,5.8
SNOTEL:1058_CO_SNTL,2.4
SNOTEL:1061_CO_SNTL,2.8
SNOTEL:1065_UT_SNTL,1.0
SNOTEL:1066_UT_SNTL,2.4
SNOTEL:1067_CA_SNTL,4.9
SNOTEL:1068_WA_SNTL,7.0
SNOTEL:1077_OR_SNTL,4.8
SNOTEL:1079_OR_SNTL,10.3
SNOTEL:1082_WY_SNTL,15.6
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,11.2
SNOTEL:1098_UT_SNTL,7.5
SNOTEL:1099_UT_SNTL,4.0
SNOTEL:1100_CO_SNTL,2.9
SNOTEL:1101_CO_SNTL,3.6
SNOTEL:1104_WA_SNTL,3.9
SNOTEL:1105_MT_SNTL,2.0
SNOTEL:1107_WA_SNTL,5.8
SNOTEL:1109_WA_SNTL,2.2
SNOTEL:1110_NV_SNTL,1.8
SNOTEL:1111_NV_SNTL,2.1
SNOTEL:1113_UT_SNTL,3.3
SNOTEL:1114_UT_SNTL,5.9
SNOTEL:1115_UT_SNTL,6.9
SNOTEL:1119_WY_SNTL,5.8
SNOTEL:1120_CO_SNTL,6.6
SNOTEL:1121_AZ_SNTL,0.2
SNOTEL:1122_CO_SNTL,2.5
SNOTEL:1123_CO_SNTL,3.9
SNOTEL:1124_CO_SNTL,1.0
SNOTEL:1127_AZ_SNTL,0.0
SNOTEL:1128_CO_SNTL,2.4
SNOTEL:1129_WA_SNTL,4.5
SNOTEL:1131_WY_SNTL,2.9
SNOTEL:1132_WY_SNTL,0.7
SNOTEL:1133_WY_SNTL,-9999.0
SNOTEL:1134_WY_SNTL,1.7
SNOTEL:1135_UT_SNTL,2.4
SNOTEL:1136_NV_SNTL,4.2
SNOTEL:1138_NM_SNTL,0.3
SNOTEL:1139_AZ_SNTL,0.6
SNOTEL:1140_AZ_SNTL,0.1
SNOTEL:1141_CO_SNTL,3.2
SNOTEL:1143_AZ_SNTL,0.6
SNOTEL:1144_MT_SNTL,3.7
SNOTEL:1146_UT_SNTL,1.3
