station_id,2023-05-13
CDEC:ADM,4.9
CDEC:AGP,-9999.0
CDEC:ALP,43.08
CDEC:BCB,-9999.0
CDEC:BCH,1.82
CDEC:BFL,-9999.0
CDEC:BGP,58.17
CDEC:BIM,-9999.0
CDEC:BKL,65.76
CDEC:BLA,-9999.0
CDEC:BLC,13.15
CDEC:BLD,4.44
CDEC:BLK,64.5
CDEC:BLS,57.96
CDEC:BMW,32.6
CDEC:BNK,73.68
CDEC:BSK,50.0
CDEC:CDP,16.8
CDEC:CHM,75.36
CDEC:CHP,49.5
CDEC:CRL,-9999.0
CDEC:CSL,56.8
CDEC:CSV,7.2
CDEC:CWD,33.86
CDEC:CWF,0.0
CDEC:CXS,-9999.0
CDEC:DAN,-9999.0
CDEC:DDM,61.72
CDEC:DPO,61.4
CDEC:DSS,39.9
CDEC:EBB,76.8
CDEC:EP5,65.1
CDEC:FDC,71.8
CDEC:FLL,-9999.0
CDEC:FRN,-9999.0
CDEC:FRW,106.67
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,24.12
CDEC:GNF,12.1
CDEC:GNL,85.44
CDEC:GRM,51.93
CDEC:GRV,47.88
CDEC:GRZ,36.0
CDEC:HGM,28.4
CDEC:HIG,-9999.0
CDEC:HMB,52.19
CDEC:HNT,-9999.0
CDEC:HOR,49.3
CDEC:HRK,-9999.0
CDEC:HRS,96.41
CDEC:HVN,44.0
CDEC:HYS,48.12
CDEC:IDC,29.4
CDEC:IDP,78.5
CDEC:INN,5.6
CDEC:KTL,25.65
CDEC:LBD,35.7
CDEC:LLP,99.81
CDEC:LVM,12.4
CDEC:LVT,114.0
CDEC:MDW,117.7
CDEC:MED,36.48
CDEC:MHP,-9999.0
CDEC:MNT,40.3
CDEC:MRL,39.5
CDEC:MSK,64.4
CDEC:MTM,84.58
CDEC:PDS,-9999.0
CDEC:PET,-9999.0
CDEC:PSC,45.75
CDEC:PSN,45.8
CDEC:QUA,-9999.0
CDEC:RBP,0.6
CDEC:RCC,0.0
CDEC:RCK,28.86
CDEC:RP2,53.7
CDEC:RRM,64.48
CDEC:RTL,10.68
CDEC:SCN,52.01
CDEC:SCT,7.2
CDEC:SDF,-9999.0
CDEC:SDW,56.4
CDEC:SHM,56.9
CDEC:SIL,38.88
CDEC:SLM,36.9
CDEC:SLT,73.68
CDEC:SPS,52.7
CDEC:SPT,-9999.0
CDEC:SQV,59.4
CDEC:SSM,-9999.0
CDEC:SWM,-9999.0
CDEC:TCC,10.5
CDEC:TK2,10.7
CDEC:TMR,44.88
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,45.33
CDEC:VRG,46.6
CDEC:VVL,58.17
CDEC:WC3,54.0
CDEC:WHW,60.3
CDEC:WTM,-9999.0
CDEC:WWC,0.53
SNOTEL:1000_OR_SNTL,47.2
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,0.0
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,10.4
SNOTEL:1010_OR_SNTL,3.6
SNOTEL:1011_WA_SNTL,49.5
SNOTEL:1012_WA_SNTL,94.1
SNOTEL:1013_UT_SNTL,13.6
SNOTEL:1014_CO_SNTL,1.0
SNOTEL:1015_WY_SNTL,7.1
SNOTEL:1016_ID_SNTL,0.0
SNOTEL:1017_NM_SNTL,0.0
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
