station_id,2023-03-25
CDEC:ADM,24.3
CDEC:AGP,-9999.0
CDEC:ALP,60.03
CDEC:BCB,-9999.0
CDEC:BCH,-9999.0
CDEC:BFL,-9999.0
CDEC:BGP,60.41
CDEC:BIM,-9999.0
CDEC:BKL,72.96
CDEC:BLA,-9999.0
CDEC:BLC,39.52
CDEC:BLD,30.12
CDEC:BLK,70.5
CDEC:BLS,62.52
CDEC:BMW,42.9
CDEC:BNK,65.28
CDEC:BSK,57.9
CDEC:CDP,27.8
CDEC:CHM,89.16
CDEC:CHP,52.89
CDEC:CRL,-9999.0
CDEC:CSL,70.5
CDEC:CSV,49.44
CDEC:CWD,45.7
CDEC:CWF,7.1
CDEC:CXS,49.4
CDEC:DAN,-9999.0
CDEC:DDM,64.55
CDEC:DPO,59.65
CDEC:DSS,40.4
CDEC:EBB,73.0
CDEC:EP5,87.2
CDEC:FDC,75.1
CDEC:FLL,19.3
CDEC:FRN,-9999.0
CDEC:FRW,111.88
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,43.68
CDEC:GNF,31.52
CDEC:GNL,91.8
CDEC:GRM,70.93
CDEC:GRV,61.92
CDEC:GRZ,49.56
CDEC:HGM,47.9
CDEC:HIG,-9999.0
CDEC:HMB,71.15
CDEC:HNT,-9999.0
CDEC:HOR,51.3
CDEC:HRK,-9999.0
CDEC:HRS,95.91
CDEC:HVN,56.4
CDEC:HYS,52.44
CDEC:IDC,49.8
CDEC:IDP,68.8
CDEC:INN,24.7
CDEC:KTL,25.28
CDEC:LBD,49.9
CDEC:LLP,108.79
CDEC:LVM,38.8
CDEC:LVT,104.8
CDEC:MDW,103.99
CDEC:MED,43.92
CDEC:MHP,-9999.0
CDEC:MNT,53.8
CDEC:MRL,50.5
CDEC:MSK,71.7
CDEC:MTM,79.28
CDEC:PDS,-9999.0
CDEC:PET,-9999.0
CDEC:PSC,66.25
CDEC:PSN,56.4
CDEC:QUA,-9999.0
CDEC:RBP,26.22
CDEC:RCC,0.14
CDEC:RCK,43.12
CDEC:RP2,58.7
CDEC:RRM,69.58
CDEC:RTL,43.2
CDEC:SCN,48.58
CDEC:SCT,13.68
CDEC:SDF,54.84
CDEC:SDW,59.5
CDEC:SHM,44.13
CDEC:SIL,55.12
CDEC:SLM,38.3
CDEC:SLT,69.0
CDEC:SPS,55.8
CDEC:SPT,21.3
CDEC:SQV,71.3
CDEC:SSM,-9999.0
CDEC:SWM,-9999.0
CDEC:TCC,33.8
CDEC:TK2,35.6
CDEC:TMR,59.28
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,58.95
CDEC:VRG,51.6
CDEC:VVL,53.74
CDEC:WC3,68.5
CDEC:WHW,-9999.0
CDEC:WTM,-9999.0
CDEC:WWC,1.03
SNOTEL:1000_OR_SNTL,43.5
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,9.0
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,13.5
SNOTEL:1010_OR_SNTL,22.0
SNOTEL:1011_WA_SNTL,51.8
SNOTEL:1012_WA_SNTL,83.5
SNOTEL:1013_UT_SNTL,24.1
SNOTEL:1014_CO_SNTL,11.9
SNOTEL:1015_WY_SNTL,24.4
SNOTEL:1016_ID_SNTL,9.8
SNOTEL:1017_NM_SNTL,17.6
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,24.3
SNOTEL:1031_CO_SNTL,24.3
SNOTEL:1032_CO_SNTL,14.8
SNOTEL:1033_CO_SNTL,31.6
SNOTEL:1034_NM_SNTL,4.3
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,36.3
SNOTEL:1040_CO_SNTL,17.9
SNOTEL:1043_WA_SNTL,14.1
SNOTEL:1044_OR_SNTL,5.8
SNOTEL:1045_WY_SNTL,5.4
SNOTEL:1046_WY_SNTL,20.7
SNOTEL:1048_NM_SNTL,0.4
SNOTEL:1050_CA_SNTL,51.4
SNOTEL:1051_CA_SNTL,57.6
SNOTEL:1052_CA_SNTL,59.6
SNOTEL:1053_ID_SNTL,4.8
SNOTEL:1054_UT_SNTL,42.2
SNOTEL:1058_CO_SNTL,4.4
SNOTEL:1061_CO_SNTL,12.0
SNOTEL:1065_UT_SNTL,23.8
SNOTEL:1066_UT_SNTL,21.7
SNOTEL:1067_CA_SNTL,64.3
SNOTEL:1068_WA_SNTL,34.3
SNOTEL:1077_OR_SNTL,31.2
SNOTEL:1079_OR_SNTL,38.8
SNOTEL:1082_WY_SNTL,40.6
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,48.9
SNOTEL:1098_UT_SNTL,37.5
SNOTEL:1099_UT_SNTL,19.8
SNOTEL:1100_CO_SNTL,12.5
SNOTEL:1101_CO_SNTL,14.8
SNOTEL:1104_WA_SNTL,9.8
SNOTEL:1105_MT_SNTL,7.0
SNOTEL:1107_WA_SNTL,42.6
SNOTEL:1109_WA_SNTL,6.0
SNOTEL:1110_NV_SNTL,25.8
SNOTEL:1111_NV_SNTL,25.7
SNOTEL:1113_UT_SNTL,19.5
SNOTEL:1114_UT_SNTL,28.9
SNOTEL:1115_UT_SNTL,32.5
SNOTEL:1119_WY_SNTL,36.7
SNOTEL:1120_CO_SNTL,25.3
SNOTEL:1121_AZ_SNTL,9.1
SNOTEL:1122_CO_SNTL,10.4
SNOTEL:1123_CO_SNTL,17.2
SNOTEL:1124_CO_SNTL,5.2
SNOTEL:1127_AZ_SNTL,0.0
SNOTEL:1128_CO_SNTL,11.8
SNOTEL:1129_WA_SNTL,16.8
SNOTEL:1131_WY_SNTL,9.7
SNOTEL:1132_WY_SNTL,7.4
SNOTEL:1133_WY_SNTL,-9999.0
SNOTEL:1134_WY_SNTL,11.2
SNOTEL:1135_UT_SNTL,9.5
SNOTEL:1136_NV_SNTL,23.8
SNOTEL:1138_NM_SNTL,20.1
SNOTEL:1139_AZ_SNTL,10.1
SNOTEL:1140_AZ_SNTL,19.4
SNOTEL:1141_CO_SNTL,21.0
SNOTEL:1143_AZ_SNTL,18.4
SNOTEL:1144_MT_SNTL,11.6
SNOTEL:1146_UT_SNTL,21.4
SNOTEL:1147_NV_SNTL,32.3
SNOTEL:1148_UT_SNTL,13.1
SNOTEL:1149_UT_SNTL,14.8
SNOTEL:1150_NV_SNTL,18.7
SNOTEL:1152_NV_SNTL,24.6
SNOTEL:1154_UT_SNTL,31.2
SNOTEL:1155_NV_SNTL,11.4
SNOTEL:1156_UT_SNTL,12.9
SNOTEL:1157_WA_SNTL,-9999.0
SNOTEL:1159_WA_SNTL,12.9
SNOTEL:1160_CO_SNTL,31.1
