station_id,2023-01-07
CDEC:ADM,9.7
CDEC:AGP,-9999.0
CDEC:ALP,20.74
CDEC:BCB,24.23
CDEC:BCH,10.14
CDEC:BFL,6.12
CDEC:BGP,17.68
CDEC:BIM,28.48
CDEC:BKL,24.84
CDEC:BLA,8.04
CDEC:BLC,11.39
CDEC:BLD,20.28
CDEC:BLK,25.9
CDEC:BLS,16.8
CDEC:BMW,18.0
CDEC:BNK,15.36
CDEC:BSK,24.1
CDEC:CDP,13.2
CDEC:CHM,28.08
CDEC:CHP,18.58
CDEC:CRL,-9999.0
CDEC:CSL,-9999.0
CDEC:CSV,14.51
CDEC:CWD,12.44
CDEC:CWF,3.8
CDEC:CXS,24.3
CDEC:DAN,-9999.0
CDEC:DDM,25.46
CDEC:DPO,22.14
CDEC:DSS,17.2
CDEC:EBB,31.0
CDEC:EP5,33.9
CDEC:FDC,28.7
CDEC:FLL,10.3
CDEC:FRN,23.76
CDEC:FRW,29.51
CDEC:GEM,29.62
CDEC:GIN,-9999.0
CDEC:GKS,11.64
CDEC:GNF,8.58
CDEC:GNL,32.16
CDEC:GRM,22.32
CDEC:GRV,24.24
CDEC:GRZ,17.76
CDEC:HGM,18.0
CDEC:HIG,17.64
CDEC:HMB,22.46
CDEC:HNT,14.21
CDEC:HOR,20.5
CDEC:HRK,14.82
CDEC:HRS,-9999.0
CDEC:HVN,22.0
CDEC:HYS,17.16
CDEC:IDC,17.8
CDEC:IDP,26.3
CDEC:INN,9.5
CDEC:KTL,11.43
CDEC:LBD,17.6
CDEC:LLP,41.96
CDEC:LVM,13.0
CDEC:LVT,40.9
CDEC:MDW,35.83
CDEC:MED,-9999.0
CDEC:MHP,31.8
CDEC:MNT,18.8
CDEC:MRL,17.0
CDEC:MSK,28.9
CDEC:MTM,27.61
CDEC:PDS,-9999.0
CDEC:PET,12.84
CDEC:PSC,19.51
CDEC:PSN,18.6
CDEC:QUA,14.76
CDEC:RBP,5.11
CDEC:RCC,24.94
CDEC:RCK,14.96
CDEC:RP2,20.4
CDEC:RRM,15.44
CDEC:RTL,14.16
CDEC:SCN,20.6
CDEC:SCT,7.08
CDEC:SDF,19.56
CDEC:SDW,19.7
CDEC:SHM,14.79
CDEC:SIL,19.57
CDEC:SLM,19.48
CDEC:SLT,16.92
CDEC:SPS,21.1
CDEC:SPT,8.6
CDEC:SQV,27.9
CDEC:SSM,1.96
CDEC:SWM,15.8
CDEC:TCC,10.9
CDEC:TK2,12.9
CDEC:TMR,18.36
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,27.08
CDEC:UTY,16.0
CDEC:VLC,24.03
CDEC:VRG,15.4
CDEC:VVL,23.12
CDEC:WC3,22.8
CDEC:WHW,24.1
CDEC:WTM,19.06
CDEC:WWC,25.05
SNOTEL:1000_OR_SNTL,20.1
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,3.0
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,6.1
SNOTEL:1010_OR_SNTL,11.4
SNOTEL:1011_WA_SNTL,21.2
SNOTEL:1012_WA_SNTL,34.6
SNOTEL:1013_UT_SNTL,10.1
SNOTEL:1014_CO_SNTL,6.1
SNOTEL:1015_WY_SNTL,9.8
SNOTEL:1016_ID_SNTL,4.2
SNOTEL:1017_NM_SNTL,5.1
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,12.0
SNOTEL:1031_CO_SNTL,12.6
SNOTEL:1032_CO_SNTL,8.2
SNOTEL:1033_CO_SNTL,12.8
SNOTEL:1034_NM_SNTL,0.8
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,13.6
SNOTEL:1040_CO_SNTL,8.4
SNOTEL:1043_WA_SNTL,8.9
SNOTEL:1044_OR_SNTL,2.3
SNOTEL:1045_WY_SNTL,2.1
SNOTEL:1046_WY_SNTL,8.8
SNOTEL:1048_NM_SNTL,2.8
SNOTEL:1050_CA_SNTL,20.3
SNOTEL:1051_CA_SNTL,24.2
SNOTEL:1052_CA_SNTL,19.8
SNOTEL:1053_ID_SNTL,3.8
SNOTEL:1054_UT_SNTL,13.6
SNOTEL:1058_CO_SNTL,2.7
SNOTEL:1061_CO_SNTL,5.8
SNOTEL:1065_UT_SNTL,6.7
SNOTEL:1066_UT_SNTL,6.5
SNOTEL:1067_CA_SNTL,24.3
SNOTEL:1068_WA_SNTL,15.5
SNOTEL:1077_OR_SNTL,16.2
SNOTEL:1079_OR_SNTL,18.2
SNOTEL:1082_WY_SNTL,21.6
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,23.1
SNOTEL:1098_UT_SNTL,17.1
SNOTEL:1099_UT_SNTL,8.6
SNOTEL:1100_CO_SNTL,6.2
SNOTEL:1101_CO_SNTL,7.0
SNOTEL:1104_WA_SNTL,6.9
SNOTEL:1105_MT_SNTL,3.2
SNOTEL:1107_WA_SNTL,16.3
SNOTEL:1109_WA_SNTL,0.4
SNOTEL:1110_NV_SNTL,7.3
SNOTEL:1111_NV_SNTL,6.3
SNOTEL:1113_UT_SNTL,7.6
SNOTEL:1114_UT_SNTL,13.2
SNOTEL:1115_UT_SNTL,14.0
SNOTEL:1119_WY_SNTL,15.5
SNOTEL:1120_CO_SNTL,15.3
SNOTEL:1121_AZ_SNTL,2.4
SNOTEL:1122_CO_SNTL,4.9
