station_id,2023-04-22
CDEC:ADM,19.7
CDEC:AGP,-9999.0
CDEC:ALP,55.8
CDEC:BCB,-9999.0
CDEC:BCH,-9999.0
CDEC:BFL,-9999.0
CDEC:BGP,68.48
CDEC:BIM,-9999.0
CDEC:BKL,76.68
CDEC:BLA,-9999.0
CDEC:BLC,30.45
CDEC:BLD,16.08
CDEC:BLK,73.3
CDEC:BLS,61.44
CDEC:BMW,44.0
CDEC:BNK,66.6
CDEC:BSK,54.6
CDEC:CDP,26.5
CDEC:CHM,86.04
CDEC:CHP,52.38
CDEC:CRL,-9999.0
CDEC:CSL,69.4
CDEC:CSV,43.95
CDEC:CWD,40.8
CDEC:CWF,0.1
CDEC:CXS,-9999.0
CDEC:DAN,-9999.0
CDEC:DDM,66.74
CDEC:DPO,61.08
CDEC:DSS,45.0
CDEC:EBB,75.2
CDEC:EP5,83.1
CDEC:FDC,78.5
CDEC:FLL,10.2
CDEC:FRN,-9999.0
CDEC:FRW,110.4
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,39.24
CDEC:GNF,29.09
CDEC:GNL,95.76
CDEC:GRM,64.82
CDEC:GRV,59.88
CDEC:GRZ,47.04
CDEC:HGM,48.0
CDEC:HIG,-9999.0
CDEC:HMB,79.97
CDEC:HNT,-9999.0
CDEC:HOR,53.3
CDEC:HRK,-9999.0
CDEC:HRS,105.11
CDEC:HVN,56.8
CDEC:HYS,53.76
CDEC:IDC,49.0
CDEC:IDP,74.4
CDEC:INN,20.6
CDEC:KTL,25.65
CDEC:LBD,53.6
CDEC:LLP,123.18
CDEC:LVM,31.7
CDEC:LVT,111.8
CDEC:MDW,113.25
CDEC:MED,47.16
CDEC:MHP,-9999.0
CDEC:MNT,54.2
CDEC:MRL,44.8
CDEC:MSK,72.2
CDEC:MTM,-9999.0
CDEC:PDS,-9999.0
CDEC:PET,-9999.0
CDEC:PSC,-9999.0
CDEC:PSN,57.0
CDEC:QUA,-9999.0
CDEC:RBP,14.8
CDEC:RCC,0.0
CDEC:RCK,43.15
CDEC:RP2,58.1
CDEC:RRM,72.33
CDEC:RTL,35.52
CDEC:SCN,51.8
CDEC:SCT,13.92
CDEC:SDF,-9999.0
CDEC:SDW,62.3
CDEC:SHM,52.26
CDEC:SIL,49.97
CDEC:SLM,40.07
CDEC:SLT,83.88
CDEC:SPS,56.2
CDEC:SPT,0.8
CDEC:SQV,74.4
CDEC:SSM,-9999.0
CDEC:SWM,-9999.0
CDEC:TCC,27.2
CDEC:TK2,30.8
CDEC:TMR,61.44
