station_id,2023-03-04
CDEC:ADM,17.0
CDEC:AGP,-9999.0
CDEC:ALP,47.8
CDEC:BCB,-9999.0
CDEC:BCH,-9999.0
CDEC:BFL,23.16
CDEC:BGP,46.59
CDEC:BIM,-9999.0
CDEC:BKL,58.44
CDEC:BLA,-9999.0
CDEC:BLC,32.99
CDEC:BLD,32.52
CDEC:BLK,55.6
CDEC:BLS,43.2
CDEC:BMW,33.6
CDEC:BNK,45.96
CDEC:BSK,45.7
CDEC:CDP,20.5
CDEC:CHM,68.76
CDEC:CHP,35.69
CDEC:CRL,57.1
CDEC:CSL,51.3
CDEC:CSV,34.81
CDEC:CWD,32.78
CDEC:CWF,5.7
CDEC:CXS,42.7
CDEC:DAN,-9999.0
CDEC:DDM,50.85
CDEC:DPO,45.17
CDEC:DSS,28.4
CDEC:EBB,56.9
CDEC:EP5,63.8
CDEC:FDC,57.7
CDEC:FLL,18.7
CDEC:FRN,-9999.0
CDEC:FRW,58.98
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,34.8
CDEC:GNF,27.15
CDEC:GNL,69.12
CDEC:GRM,52.62
CDEC:GRV,50.28
CDEC:GRZ,36.24
CDEC:HGM,38.5
CDEC:HIG,43.44
CDEC:HMB,52.3
CDEC:HNT,-9999.0
CDEC:HOR,40.2
CDEC:HRK,33.38
CDEC:HRS,73.17
CDEC:HVN,44.0
CDEC:HYS,36.12
CDEC:IDC,36.8
CDEC:IDP,52.1
CDEC:INN,19.3
CDEC:KTL,24.58
CDEC:LBD,40.8
CDEC:LLP,82.72
CDEC:LVM,32.0
CDEC:LVT,79.7
CDEC:MDW,73.37
CDEC:MED,32.76
CDEC:MHP,75.12
CDEC:MNT,42.8
CDEC:MRL,37.6
CDEC:MSK,58.0
CDEC:MTM,62.69
CDEC:PDS,-9999.0
CDEC:PET,36.6
CDEC:PSC,50.26
CDEC:PSN,46.1
CDEC:QUA,36.84
CDEC:RBP,22.81
CDEC:RCC,0.87
CDEC:RCK,31.75
CDEC:RP2,47.7
CDEC:RRM,49.44
CDEC:RTL,32.64
CDEC:SCN,39.88
CDEC:SCT,14.04
CDEC:SDF,42.72
CDEC:SDW,46.6
CDEC:SHM,33.31
CDEC:SIL,39.73
CDEC:SLM,32.42
CDEC:SLT,49.8
CDEC:SPS,43.6
CDEC:SPT,22.2
CDEC:SQV,57.3
CDEC:SSM,0.0
CDEC:SWM,33.03
CDEC:TCC,25.2
CDEC:TK2,29.7
CDEC:TMR,48.48
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,43.36
CDEC:VRG,38.3
CDEC:VVL,47.16
CDEC:WC3,50.4
CDEC:WHW,-9999.0
CDEC:WTM,48.06
CDEC:WWC,54.44
SNOTEL:1000_OR_SNTL,32.8
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,5.6
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,12.2
SNOTEL:1010_OR_SNTL,15.0
SNOTEL:1011_WA_SNTL,46.3
SNOTEL:1012_WA_SNTL,68.4
SNOTEL:1013_UT_SNTL,18.9
SNOTEL:1014_CO_SNTL,9.6
SNOTEL:1015_WY_SNTL,21.4
SNOTEL:1016_ID_SNTL,5.7
SNOTEL:1017_NM_SNTL,12.9
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,19.8
SNOTEL:1031_CO_SNTL,-9999.0
SNOTEL:1032_CO_SNTL,11.6
SNOTEL:1033_CO_SNTL,25.5
SNOTEL:1034_NM_SNTL,3.9
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,27.0
SNOTEL:1040_CO_SNTL,13.9
SNOTEL:1043_WA_SNTL,12.8
SNOTEL:1044_OR_SNTL,3.4
SNOTEL:1045_WY_SNTL,4.6
SNOTEL:1046_WY_SNTL,-9999.0
SNOTEL:1048_NM_SNTL,4.8
SNOTEL:1050_CA_SNTL,40.2
SNOTEL:1051_CA_SNTL,46.0
SNOTEL:1052_CA_SNTL,46.7
SNOTEL:1053_ID_SNTL,5.5
SNOTEL:1054_UT_SNTL,32.1
SNOTEL:1058_CO_SNTL,3.1
SNOTEL:1061_CO_SNTL,10.0
SNOTEL:1065_UT_SNTL,20.5
SNOTEL:1066_UT_SNTL,15.5
SNOTEL:1067_CA_SNTL,42.9
SNOTEL:1068_WA_SNTL,27.9
SNOTEL:1077_OR_SNTL,23.2
SNOTEL:1079_OR_SNTL,32.4
SNOTEL:1082_WY_SNTL,35.5
SNOTEL:1084_OR_SNTL,0.9
SNOTEL:1085_WA_SNTL,40.4
SNOTEL:1098_UT_SNTL,30.2
SNOTEL:1099_UT_SNTL,15.4
SNOTEL:1100_CO_SNTL,9.5
SNOTEL:1101_CO_SNTL,11.4
SNOTEL:1104_WA_SNTL,9.1
SNOTEL:1105_MT_SNTL,6.0
SNOTEL:1107_WA_SNTL,37.5
SNOTEL:1109_WA_SNTL,4.2
SNOTEL:1110_NV_SNTL,23.0
SNOTEL:1111_NV_SNTL,18.9
SNOTEL:1113_UT_SNTL,15.8
SNOTEL:1114_UT_SNTL,22.3
