station_id,2023-02-11
CDEC:ADM,13.4
CDEC:AGP,-9999.0
CDEC:ALP,39.69
CDEC:BCB,33.5
CDEC:BCH,-9999.0
CDEC:BFL,17.16
CDEC:BGP,37.11
CDEC:BIM,-9999.0
CDEC:BKL,46.32
CDEC:BLA,-9999.0
CDEC:BLC,24.2
CDEC:BLD,32.28
CDEC:BLK,46.0
CDEC:BLS,33.36
CDEC:BMW,27.0
CDEC:BNK,38.52
CDEC:BSK,37.1
CDEC:CDP,16.6
CDEC:CHM,50.88
CDEC:CHP,27.9
CDEC:CRL,49.42
CDEC:CSL,40.5
CDEC:CSV,27.79
CDEC:CWD,24.63
CDEC:CWF,4.7
CDEC:CXS,37.4
CDEC:DAN,-9999.0
CDEC:DDM,42.39
CDEC:DPO,38.17
CDEC:DSS,23.9
CDEC:EBB,47.6
CDEC:EP5,51.7
CDEC:FDC,48.0
CDEC:FLL,14.8
CDEC:FRN,-9999.0
CDEC:FRW,47.45
CDEC:GEM,47.01
CDEC:GIN,-9999.0
CDEC:GKS,25.68
CDEC:GNF,19.18
CDEC:GNL,55.92
CDEC:GRM,40.67
CDEC:GRV,38.64
CDEC:GRZ,29.88
CDEC:HGM,30.4
CDEC:HIG,39.72
CDEC:HMB,41.19
CDEC:HNT,-9999.0
CDEC:HOR,33.9
CDEC:HRK,25.78
CDEC:HRS,63.46
CDEC:HVN,35.0
CDEC:HYS,29.88
CDEC:IDC,30.7
CDEC:IDP,43.7
CDEC:INN,16.5
CDEC:KTL,24.24
CDEC:LBD,32.6
CDEC:LLP,70.04
CDEC:LVM,24.9
CDEC:LVT,66.7
CDEC:MDW,60.72
CDEC:MED,28.08
CDEC:MHP,60.96
CDEC:MNT,34.3
CDEC:MRL,30.2
CDEC:MSK,48.5
CDEC:MTM,52.71
CDEC:PDS,-9999.0
CDEC:PET,31.44
CDEC:PSC,38.37
CDEC:PSN,33.9
CDEC:QUA,27.0
CDEC:RBP,13.73
CDEC:RCC,0.0
CDEC:RCK,27.03
CDEC:RP2,36.5
CDEC:RRM,41.44
CDEC:RTL,26.76
CDEC:SCN,35.83
CDEC:SCT,19.32
CDEC:SDF,38.04
CDEC:SDW,36.9
CDEC:SHM,30.31
CDEC:SIL,-9999.0
CDEC:SLM,28.68
CDEC:SLT,41.16
CDEC:SPS,35.5
CDEC:SPT,16.7
CDEC:SQV,47.8
CDEC:SSM,0.0
CDEC:SWM,-9999.0
CDEC:TCC,19.3
CDEC:TK2,22.6
CDEC:TMR,37.8
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,35.06
CDEC:VRG,30.6
CDEC:VVL,37.17
CDEC:WC3,39.4
CDEC:WHW,-9999.0
CDEC:WTM,35.7
CDEC:WWC,42.44
SNOTEL:1000_OR_SNTL,28.2
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,4.7
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,10.0
SNOTEL:1010_OR_SNTL,13.3
SNOTEL:1011_WA_SNTL,33.4
SNOTEL:1012_WA_SNTL,58.4
SNOTEL:1013_UT_SNTL,15.0
SNOTEL:1014_CO_SNTL,8.6
SNOTEL:1015_WY_SNTL,15.2
SNOTEL:1016_ID_SNTL,5.3
SNOTEL:1017_NM_SNTL,8.9
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,17.2
SNOTEL:1031_CO_SNTL,18.1
SNOTEL:1032_CO_SNTL,11.0
SNOTEL:1033_CO_SNTL,20.7
SNOTEL:1034_NM_SNTL,1.6
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,22.5
SNOTEL:1040_CO_SNTL,11.6
SNOTEL:1043_WA_SNTL,11.3
SNOTEL:1044_OR_SNTL,0.6
SNOTEL:1045_WY_SNTL,4.1
SNOTEL:1046_WY_SNTL,14.3
SNOTEL:1048_NM_SNTL,3.5
SNOTEL:1050_CA_SNTL,33.7
SNOTEL:1051_CA_SNTL,37.1
SNOTEL:1052_CA_SNTL,36.8
SNOTEL:1053_ID_SNTL,4.4
SNOTEL:1054_UT_SNTL,26.1
SNOTEL:1058_CO_SNTL,-9999.0
SNOTEL:1061_CO_SNTL,8.2
SNOTEL:1065_UT_SNTL,14.4
SNOTEL:1066_UT_SNTL,11.8
SNOTEL:1067_CA_SNTL,37.2
SNOTEL:1068_WA_SNTL,21.2
SNOTEL:1077_OR_SNTL,20.1
SNOTEL:1079_OR_SNTL,26.4
SNOTEL:1082_WY_SNTL,29.9
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,34.2
SNOTEL:1098_UT_SNTL,24.1
SNOTEL:1099_UT_SNTL,11.8
SNOTEL:1100_CO_SNTL,8.0
SNOTEL:1101_CO_SNTL,10.0
SNOTEL:1104_WA_SNTL,7.2
SNOTEL:1105_MT_SNTL,4.4
SNOTEL:1107_WA_SNTL,32.0
SNOTEL:1109_WA_SNTL,0.1
SNOTEL:1110_NV_SNTL,17.3
SNOTEL:1111_NV_SNTL,13.8
SNOTEL:1113_UT_SNTL,12.8
SNOTEL:1114_UT_SNTL,17.8
SNOTEL:1115_UT_SNTL,20.0
SNOTEL:1119_WY_SNTL,25.4
SNOTEL:1120_CO_SNTL,19.5
SNOTEL:1121_AZ_SNTL,5.6
SNOTEL:1122_CO_SNTL,7.2
SNOTEL:1123_CO_SNTL,12.2
SNOTEL:1124_CO_SNTL,2.2
SNOTEL:1127_AZ_SNTL,0.2
SNOTEL:1128_CO_SNTL,7.1
SNOTEL:1129_WA_SNTL,13.4
SNOTEL:1131_WY_SNTL,7.1
SNOTEL:1132_WY_SNTL,3.3
SNOTEL:1133_WY_SNTL,-9999.0
