station_id,2022-04-15
CDEC:ADM,1.9
CDEC:AGP,-9999.0
CDEC:ALP,3.13
CDEC:BCB,16.76
CDEC:BCH,-9999.0
CDEC:BFL,1.68
CDEC:BGP,3.5
CDEC:BIM,0.0
CDEC:BKL,0.0
CDEC:BLA,0.0
CDEC:BLC,2.95
CDEC:BLD,8.88
CDEC:BLK,13.0
CDEC:BLS,11.04
CDEC:BMW,12.0
CDEC:BNK,2.04
CDEC:BSK,5.4
CDEC:CDP,6.3
CDEC:CHM,10.2
CDEC:CHP,0.0
CDEC:CRL,-9999.0
CDEC:CSL,8.2
CDEC:CSV,1.22
CDEC:CWD,1.85
CDEC:CWF,0.1
CDEC:CXS,7.5
CDEC:DAN,-9999.0
CDEC:DDM,9.74
CDEC:DPO,2.73
CDEC:DSS,19.2
CDEC:EBB,11.2
CDEC:EP5,13.4
CDEC:FDC,15.4
CDEC:FLL,-9999.0
CDEC:FRN,2.28
CDEC:FRW,1.51
CDEC:GEM,21.4
CDEC:GIN,-9999.0
CDEC:GKS,3.6
CDEC:GNF,0.0
CDEC:GNL,14.76
CDEC:GRM,0.6
CDEC:GRV,39.24
CDEC:GRZ,1.56
CDEC:HGM,0.4
CDEC:HIG,1.56
CDEC:HMB,4.02
CDEC:HNT,1.08
CDEC:HOR,3.0
CDEC:HRK,2.83
CDEC:HRS,-9999.0
CDEC:HVN,5.6
CDEC:HYS,14.28
CDEC:IDC,1.1
CDEC:IDP,34.1
CDEC:INN,-9999.0
CDEC:KTL,2.97
CDEC:LBD,3.8
CDEC:LLP,50.06
CDEC:LVM,0.0
CDEC:LVT,39.3
CDEC:MDW,27.21
CDEC:MED,4.44
CDEC:MHP,23.52
CDEC:MNT,0.0
CDEC:MRL,11.3
CDEC:MSK,22.5
CDEC:MTM,19.64
CDEC:PDS,-9999.0
CDEC:PET,0.96
CDEC:PSC,1.2
CDEC:PSN,10.4
CDEC:QUA,1.32
CDEC:RBP,-9999.0
CDEC:RCC,12.5
CDEC:RCK,0.0
CDEC:RP2,12.1
CDEC:RRM,-0.03
CDEC:RTL,0.0
CDEC:SCN,-9999.0
CDEC:SCT,0.6
CDEC:SDF,1.68
CDEC:SDW,7.1
CDEC:SHM,-9999.0
CDEC:SIL,1.71
CDEC:SLM,17.49
CDEC:SLT,3.0
CDEC:SPS,11.4
CDEC:SPT,-9999.0
CDEC:SQV,11.7
CDEC:SSM,46.05
CDEC:SWM,-9999.0
CDEC:TCC,1.4
CDEC:TK2,0.2
CDEC:TMR,0.48
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,-9999.0
CDEC:VRG,9.4
CDEC:VVL,13.53
CDEC:WC3,15.0
CDEC:WHW,-9999.0
CDEC:WTM,-9999.0
CDEC:WWC,4.54
SNOTEL:1000_OR_SNTL,24.1
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,9.9
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,7.2
SNOTEL:1010_OR_SNTL,1.8
SNOTEL:1011_WA_SNTL,56.8
SNOTEL:1012_WA_SNTL,72.2
SNOTEL:1013_UT_SNTL,9.3
SNOTEL:1014_CO_SNTL,9.3
SNOTEL:1015_WY_SNTL,9.9
SNOTEL:1016_ID_SNTL,0.4
SNOTEL:1017_NM_SNTL,1.9
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,20.9
SNOTEL:1031_CO_SNTL,23.0
SNOTEL:1032_CO_SNTL,10.9
SNOTEL:1033_CO_SNTL,21.5
SNOTEL:1034_NM_SNTL,0.0
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,5.4
SNOTEL:1040_CO_SNTL,16.3
SNOTEL:1043_WA_SNTL,7.3
SNOTEL:1044_OR_SNTL,1.9
SNOTEL:1045_WY_SNTL,4.1
SNOTEL:1046_WY_SNTL,17.4
SNOTEL:1048_NM_SNTL,0.0
SNOTEL:1050_CA_SNTL,2.7
SNOTEL:1051_CA_SNTL,5.6
SNOTEL:1052_CA_SNTL,7.1
SNOTEL:1053_ID_SNTL,0.0
SNOTEL:1054_UT_SNTL,5.5
SNOTEL:1058_CO_SNTL,0.9
SNOTEL:1061_CO_SNTL,9.4
SNOTEL:1065_UT_SNTL,0.0
SNOTEL:1066_UT_SNTL,0.0
SNOTEL:1067_CA_SNTL,7.3
SNOTEL:1068_WA_SNTL,33.1
SNOTEL:1077_OR_SNTL,4.0
SNOTEL:1079_OR_SNTL,33.0
SNOTEL:1082_WY_SNTL,31.1
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,52.3
SNOTEL:1098_UT_SNTL,23.6
SNOTEL:1099_UT_SNTL,8.9
SNOTEL:1100_CO_SNTL,10.8
SNOTEL:1101_CO_SNTL,15.5
SNOTEL:1104_WA_SNTL,1.7
SNOTEL:1105_MT_SNTL,5.3
SNOTEL:1107_WA_SNTL,51.0
SNOTEL:1109_WA_SNTL,2.8
