station_id,2022-05-13
CDEC:ADM,0.0
CDEC:AGP,-9999.0
CDEC:ALP,0.81
CDEC:BCB,11.95
CDEC:BCH,-9999.0
CDEC:BFL,0.12
CDEC:BGP,1.28
CDEC:BIM,-0.02
CDEC:BKL,0.0
CDEC:BLA,0.0
CDEC:BLC,0.0
CDEC:BLD,0.36
CDEC:BLK,8.0
CDEC:BLS,6.24
CDEC:BMW,5.0
CDEC:BNK,0.0
CDEC:BSK,0.0
CDEC:CDP,3.8
CDEC:CHM,0.0
CDEC:CHP,0.0
CDEC:CRL,-9999.0
CDEC:CSL,0.9
CDEC:CSV,-0.02
CDEC:CWD,1.66
CDEC:CWF,0.1
CDEC:CXS,0.0
CDEC:DAN,-9999.0
CDEC:DDM,9.57
CDEC:DPO,2.11
CDEC:DSS,20.1
CDEC:EBB,2.8
CDEC:EP5,2.3
CDEC:FDC,12.9
CDEC:FLL,-9999.0
CDEC:FRN,0.0
CDEC:FRW,0.0
CDEC:GEM,17.67
CDEC:GIN,-9999.0
CDEC:GKS,0.48
CDEC:GNF,0.0
CDEC:GNL,10.32
CDEC:GRM,0.33
CDEC:GRV,38.88
CDEC:GRZ,0.96
CDEC:HGM,0.0
CDEC:HIG,0.48
CDEC:HMB,2.48
CDEC:HNT,0.12
CDEC:HOR,0.9
CDEC:HRK,0.38
CDEC:HRS,-9999.0
CDEC:HVN,0.2
CDEC:HYS,10.68
CDEC:IDC,-9999.0
CDEC:IDP,39.3
CDEC:INN,0.1
CDEC:KTL,2.93
CDEC:LBD,0.0
CDEC:LLP,52.97
CDEC:LVM,-9999.0
CDEC:LVT,41.3
CDEC:MDW,27.42
CDEC:MED,2.28
CDEC:MHP,19.56
CDEC:MNT,-9999.0
CDEC:MRL,1.7
CDEC:MSK,21.7
CDEC:MTM,9.86
CDEC:PDS,-9999.0
CDEC:PET,0.72
CDEC:PSC,0.16
CDEC:PSN,0.2
CDEC:QUA,1.32
CDEC:RBP,0.0
CDEC:RCC,5.11
CDEC:RCK,0.0
CDEC:RP2,11.1
CDEC:RRM,0.0
CDEC:RTL,0.0
CDEC:SCN,40.63
CDEC:SCT,0.36
CDEC:SDF,1.56
CDEC:SDW,0.2
CDEC:SHM,-9999.0
CDEC:SIL,0.51
CDEC:SLM,12.55
CDEC:SLT,3.0
CDEC:SPS,6.8
CDEC:SPT,-9999.0
