station_id,2023-04-29
CDEC:ADM,11.8
CDEC:AGP,-9999.0
CDEC:ALP,46.84
CDEC:BCB,-9999.0
CDEC:BCH,-9999.0
CDEC:BFL,-9999.0
CDEC:BGP,65.99
CDEC:BIM,-9999.0
CDEC:BKL,69.6
CDEC:BLA,-9999.0
CDEC:BLC,21.59
CDEC:BLD,9.48
CDEC:BLK,69.0
CDEC:BLS,63.6
CDEC:BMW,39.6
CDEC:BNK,69.12
CDEC:BSK,51.7
CDEC:CDP,19.4
CDEC:CHM,78.6
CDEC:CHP,49.22
CDEC:CRL,-9999.0
CDEC:CSL,61.8
CDEC:CSV,35.54
CDEC:CWD,38.02
CDEC:CWF,0.0
CDEC:CXS,-9999.0
CDEC:DAN,-9999.0
CDEC:DDM,56.8
CDEC:DPO,58.71
CDEC:DSS,40.6
CDEC:EBB,74.9
CDEC:EP5,71.3
CDEC:FDC,75.4
CDEC:FLL,2.9
CDEC:FRN,-9999.0
CDEC:FRW,109.22
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,31.44
CDEC:GNF,21.12
CDEC:GNL,85.92
CDEC:GRM,57.79
CDEC:GRV,54.72
CDEC:GRZ,39.36
CDEC:HGM,38.9
CDEC:HIG,-9999.0
CDEC:HMB,65.1
CDEC:HNT,-9999.0
CDEC:HOR,50.7
CDEC:HRK,-9999.0
CDEC:HRS,97.21
CDEC:HVN,48.7
CDEC:HYS,51.84
CDEC:IDC,39.2
CDEC:IDP,78.4
CDEC:INN,13.6
CDEC:KTL,25.65
CDEC:LBD,46.3
CDEC:LLP,110.09
CDEC:LVM,25.0
CDEC:LVT,117.0
CDEC:MDW,115.56
CDEC:MED,43.92
CDEC:MHP,-9999.0
CDEC:MNT,45.8
CDEC:MRL,41.4
CDEC:MSK,68.5
CDEC:MTM,-9999.0
CDEC:PDS,-9999.0
CDEC:PET,-9999.0
CDEC:PSC,51.8
CDEC:PSN,51.1
CDEC:QUA,-9999.0
CDEC:RBP,0.68
CDEC:RCC,0.0
CDEC:RCK,35.01
CDEC:RP2,55.1
CDEC:RRM,73.68
CDEC:RTL,23.04
CDEC:SCN,50.68
CDEC:SCT,11.04
CDEC:SDF,-9999.0
CDEC:SDW,60.5
CDEC:SHM,59.43
CDEC:SIL,46.27
CDEC:SLM,38.92
CDEC:SLT,79.44
CDEC:SPS,56.9
CDEC:SPT,-9999.0
CDEC:SQV,65.3
CDEC:SSM,-9999.0
CDEC:SWM,-9999.0
CDEC:TCC,20.7
CDEC:TK2,21.2
CDEC:TMR,53.4
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,58.05
CDEC:VRG,55.0
CDEC:VVL,63.4
CDEC:WC3,59.0
CDEC:WHW,-9999.0
CDEC:WTM,-9999.0
CDEC:WWC,0.79
SNOTEL:1000_OR_SNTL,55.8
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,5.1
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,16.3
SNOTEL:1010_OR_SNTL,14.2
SNOTEL:1011_WA_SNTL,61.5
SNOTEL:1012_WA_SNTL,100.7
SNOTEL:1013_UT_SNTL,26.2
SNOTEL:1014_CO_SNTL,6.2
SNOTEL:1015_WY_SNTL,22.4
SNOTEL:1016_ID_SNTL,3.0
SNOTEL:1017_NM_SNTL,6.1
SNOTEL:1018_OR_SNTL,-9999.0
