station_id,2022-05-06
CDEC:ADM,0.0
CDEC:AGP,-9999.0
CDEC:ALP,0.32
CDEC:BCB,13.23
CDEC:BCH,-9999.0
CDEC:BFL,0.12
CDEC:BGP,1.49
CDEC:BIM,0.56
CDEC:BKL,0.0
CDEC:BLA,0.0
CDEC:BLC,0.0
CDEC:BLD,1.56
CDEC:BLK,9.3
CDEC:BLS,9.24
CDEC:BMW,6.8
CDEC:BNK,0.0
CDEC:BSK,0.0
CDEC:CDP,2.7
CDEC:CHM,1.32
CDEC:CHP,0.0
CDEC:CRL,-9999.0
CDEC:CSL,2.6
CDEC:CSV,-0.01
CDEC:CWD,1.92
CDEC:CWF,0.0
CDEC:CXS,1.2
CDEC:DAN,-9999.0
CDEC:DDM,9.19
CDEC:DPO,2.07
CDEC:DSS,19.6
CDEC:EBB,4.8
CDEC:EP5,4.8
CDEC:FDC,13.8
CDEC:FLL,-9999.0
CDEC:FRN,0.0
CDEC:FRW,0.0
CDEC:GEM,19.84
CDEC:GIN,-9999.0
CDEC:GKS,0.36
CDEC:GNF,0.0
CDEC:GNL,12.84
CDEC:GRM,0.2
CDEC:GRV,38.88
CDEC:GRZ,0.36
CDEC:HGM,0.0
CDEC:HIG,0.6
CDEC:HMB,1.28
CDEC:HNT,0.12
CDEC:HOR,0.2
CDEC:HRK,0.19
CDEC:HRS,-9999.0
CDEC:HVN,0.0
CDEC:HYS,12.72
CDEC:IDC,-9999.0
CDEC:IDP,39.8
CDEC:INN,0.1
CDEC:KTL,2.81
CDEC:LBD,0.0
CDEC:LLP,53.12
CDEC:LVM,0.0
CDEC:LVT,41.8
CDEC:MDW,26.4
CDEC:MED,3.36
CDEC:MHP,22.08
CDEC:MNT,0.0
CDEC:MRL,3.4
CDEC:MSK,21.5
CDEC:MTM,12.61
CDEC:PDS,-9999.0
CDEC:PET,0.84
CDEC:PSC,0.22
CDEC:PSN,1.2
CDEC:QUA,1.44
CDEC:RBP,0.0
CDEC:RCC,7.21
CDEC:RCK,0.0
CDEC:RP2,11.7
CDEC:RRM,0.0
CDEC:RTL,0.0
CDEC:SCN,39.98
CDEC:SCT,0.36
CDEC:SDF,1.2
CDEC:SDW,0.2
CDEC:SHM,-9999.0
CDEC:SIL,0.36
CDEC:SLM,13.03
CDEC:SLT,3.0
CDEC:SPS,8.3
CDEC:SPT,-9999.0
CDEC:SQV,12.2
