station_id,2022-02-11
CDEC:ADM,9.9
CDEC:AGP,-9999.0
CDEC:ALP,13.34
CDEC:BCB,19.3
CDEC:BCH,-9999.0
CDEC:BFL,9.6
CDEC:BGP,12.87
CDEC:BIM,25.73
CDEC:BKL,44.88
CDEC:BLA,6.48
CDEC:BLC,14.91
CDEC:BLD,17.76
CDEC:BLK,16.9
CDEC:BLS,16.68
CDEC:BMW,15.3
CDEC:BNK,14.64
CDEC:BSK,16.2
CDEC:CDP,9.1
CDEC:CHM,21.0
CDEC:CHP,8.38
CDEC:CRL,-9999.0
CDEC:CSL,26.3
CDEC:CSV,11.02
CDEC:CWD,8.44
CDEC:CWF,2.3
CDEC:CXS,17.2
CDEC:DAN,-9999.0
CDEC:DDM,12.96
CDEC:DPO,20.13
CDEC:DSS,19.1
CDEC:EBB,16.9
CDEC:EP5,28.0
CDEC:FDC,20.7
CDEC:FLL,8.2
CDEC:FRN,-9999.0
CDEC:FRW,0.0
CDEC:GEM,23.71
CDEC:GIN,-9999.0
CDEC:GKS,16.44
CDEC:GNF,4.64
CDEC:GNL,20.64
CDEC:GRM,0.84
CDEC:GRV,19.08
CDEC:GRZ,19.2
CDEC:HGM,12.9
CDEC:HIG,11.16
CDEC:HMB,23.74
CDEC:HNT,12.6
CDEC:HOR,13.4
CDEC:HRK,16.38
CDEC:HRS,-9999.0
CDEC:HVN,16.0
CDEC:HYS,19.56
CDEC:IDC,18.1
CDEC:IDP,33.7
CDEC:INN,10.1
CDEC:KTL,4.28
CDEC:LBD,9.2
CDEC:LLP,53.34
CDEC:LVM,9.0
CDEC:LVT,37.1
CDEC:MDW,30.43
CDEC:MED,13.32
CDEC:MHP,28.92
CDEC:MNT,10.7
CDEC:MRL,15.7
CDEC:MSK,27.0
CDEC:MTM,22.11
CDEC:PDS,-9999.0
CDEC:PET,9.24
CDEC:PSC,13.77
CDEC:PSN,13.6
CDEC:QUA,11.76
CDEC:RBP,12.69
CDEC:RCC,25.79
CDEC:RCK,10.39
CDEC:RP2,18.2
CDEC:RRM,13.83
CDEC:RTL,10.56
CDEC:SCN,-9999.0
CDEC:SCT,3.12
CDEC:SDF,11.16
CDEC:SDW,11.8
CDEC:SHM,10.06
CDEC:SIL,15.39
CDEC:SLM,18.36
CDEC:SLT,3.0
CDEC:SPS,11.8
CDEC:SPT,4.9
CDEC:SQV,21.2
CDEC:SSM,53.65
CDEC:SWM,-9999.0
CDEC:TCC,10.0
CDEC:TK2,13.9
CDEC:TMR,11.4
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,-9999.0
CDEC:VRG,10.2
CDEC:VVL,23.09
CDEC:WC3,23.3
CDEC:WHW,-9999.0
CDEC:WTM,-9999.0
CDEC:WWC,13.67
SNOTEL:1000_OR_SNTL,16.6
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,6.5
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,5.9
SNOTEL:1010_OR_SNTL,9.2
SNOTEL:1011_WA_SNTL,30.6
SNOTEL:1012_WA_SNTL,47.0
SNOTEL:1013_UT_SNTL,9.0
SNOTEL:1014_CO_SNTL,6.4
SNOTEL:1015_WY_SNTL,6.3
SNOTEL:1016_ID_SNTL,6.6
SNOTEL:1017_NM_SNTL,7.4
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,15.1
SNOTEL:1031_CO_SNTL,15.1
SNOTEL:1032_CO_SNTL,7.5
SNOTEL:1033_CO_SNTL,18.0
SNOTEL:1034_NM_SNTL,1.3
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,7.7
SNOTEL:1040_CO_SNTL,9.1
SNOTEL:1043_WA_SNTL,6.9
SNOTEL:1044_OR_SNTL,6.3
SNOTEL:1045_WY_SNTL,3.3
SNOTEL:1046_WY_SNTL,13.4
SNOTEL:1048_NM_SNTL,1.0
SNOTEL:1050_CA_SNTL,13.5
SNOTEL:1051_CA_SNTL,15.8
SNOTEL:1052_CA_SNTL,11.8
SNOTEL:1053_ID_SNTL,7.6
SNOTEL:1054_UT_SNTL,10.0
SNOTEL:1058_CO_SNTL,2.2
SNOTEL:1061_CO_SNTL,6.1
SNOTEL:1065_UT_SNTL,10.7
SNOTEL:1066_UT_SNTL,8.0
SNOTEL:1067_CA_SNTL,17.2
SNOTEL:1068_WA_SNTL,20.9
SNOTEL:1077_OR_SNTL,11.0
SNOTEL:1079_OR_SNTL,23.3
SNOTEL:1082_WY_SNTL,22.3
SNOTEL:1084_OR_SNTL,0.0
SNOTEL:1085_WA_SNTL,37.5
SNOTEL:1098_UT_SNTL,16.6
SNOTEL:1099_UT_SNTL,6.4
SNOTEL:1100_CO_SNTL,8.0
SNOTEL:1101_CO_SNTL,10.9
SNOTEL:1104_WA_SNTL,10.1
SNOTEL:1105_MT_SNTL,3.4
SNOTEL:1107_WA_SNTL,31.9
SNOTEL:1109_WA_SNTL,2.7
SNOTEL:1110_NV_SNTL,8.2
SNOTEL:1111_NV_SNTL,9.6
SNOTEL:1113_UT_SNTL,8.7
SNOTEL:1114_UT_SNTL,11.6
SNOTEL:1115_UT_SNTL,12.0
SNOTEL:1119_WY_SNTL,20.9
SNOTEL:1120_CO_SNTL,16.3
SNOTEL:1121_AZ_SNTL,0.0
SNOTEL:1122_CO_SNTL,7.9
SNOTEL:1123_CO_SNTL,-9999.0
SNOTEL:1124_CO_SNTL,2.2
SNOTEL:1127_AZ_SNTL,0.0
SNOTEL:1128_CO_SNTL,4.4
SNOTEL:1129_WA_SNTL,12.2
SNOTEL:1131_WY_SNTL,5.0
SNOTEL:1132_WY_SNTL,1.2
SNOTEL:1133_WY_SNTL,-9999.0
SNOTEL:1134_WY_SNTL,-9999.0
SNOTEL:1135_UT_SNTL,4.0
SNOTEL:1136_NV_SNTL,10.0
SNOTEL:1138_NM_SNTL,6.6
SNOTEL:1139_AZ_SNTL,2.4
SNOTEL:1140_AZ_SNTL,5.3
SNOTEL:1141_CO_SNTL,11.0
SNOTEL:1143_AZ_SNTL,6.4
SNOTEL:1144_MT_SNTL,7.3
SNOTEL:1146_UT_SNTL,5.8
SNOTEL:1147_NV_SNTL,10.4
SNOTEL:1148_UT_SNTL,3.3
SNOTEL:1149_UT_SNTL,6.6
SNOTEL:1150_NV_SNTL,5.1
SNOTEL:1152_NV_SNTL,6.9
SNOTEL:1154_UT_SNTL,9.4
SNOTEL:1155_NV_SNTL,3.8
SNOTEL:1156_UT_SNTL,4.7
SNOTEL:1157_WA_SNTL,-9999.0
SNOTEL:1159_WA_SNTL,5.3
SNOTEL:1160_CO_SNTL,8.7
SNOTEL:1161_CO_SNTL,7.6
SNOTEL:1162_UT_SNTL,6.0
SNOTEL:1166_OR_SNTL,34.6
SNOTEL:1167_OR_SNTL,5.4
SNOTEL:1168_NM_SNTL,10.3
SNOTEL:1169_NM_SNTL,3.9
SNOTEL:1170_NM_SNTL,3.8
SNOTEL:1171_WA_SNTL,26.8
SNOTEL:1172_NM_SNTL,7.8
SNOTEL:1184_UT_SNTL,7.1
SNOTEL:1185_CO_SNTL,15.3
SNOTEL:1186_CO_SNTL,12.7
SNOTEL:1187_CO_SNTL,14.9
SNOTEL:1192_UT_SNTL,9.0
SNOTEL:1195_NV_SNTL,5.2
SNOTEL:1196_WY_SNTL,23.1
SNOTEL:1197_UT_SNTL,4.1
SNOTEL:1202_NV_SNTL,-9999.0
SNOTEL:1203_NV_SNTL,-9999.0
SNOTEL:1205_NV_SNTL,-9999.0
SNOTEL:1206_NV_SNTL,-9999.0
SNOTEL:1209_NV_SNTL,-9999.0
SNOTEL:1213_NV_SNTL,-9999.0
SNOTEL:1214_UT_SNTL,4.2
SNOTEL:1215_UT_SNTL,5.9
SNOTEL:1216_UT_SNTL,13.6
SNOTEL:1222_UT_SNTL,14.3
SNOTEL:1223_UT_SNTL,8.4
SNOTEL:1224_UT_SNTL,16.0
SNOTEL:1225_UT_SNTL,9.6
SNOTEL:1226_UT_SNTL,8.2
SNOTEL:1227_UT_SNTL,6.1
SNOTEL:1228_UT_SNTL,6.2
SNOTEL:1231_WA_SNTL,9.1
SNOTEL:1236_UT_SNTL,6.5
SNOTEL:1242_NV_SNTL,13.5
SNOTEL:1243_NV_SNTL,2.4
SNOTEL:1244_NV_SNTL,5.9
SNOTEL:1247_UT_SNTL,7.3
SNOTEL:1248_UT_SNTL,6.7
SNOTEL:1249_UT_SNTL,9.3
SNOTEL:1251_CO_SNTL,18.1
SNOTEL:1252_CO_SNTL,12.4
SNOTEL:1254_NM_SNTL,5.9
SNOTEL:1256_WA_SNTL,6.0
SNOTEL:1257_WA_SNTL,26.0
SNOTEL:1258_CA_SNTL,4.8
SNOTEL:1259_WA_SNTL,3.6
SNOTEL:1261_UT_SNTL,5.5
SNOTEL:1262_NV_SNTL,1.5
SNOTEL:1263_WA_SNTL,23.8
SNOTEL:1269_UT_SNTL,4.3
SNOTEL:1271_AZ_SNTL,8.1
SNOTEL:1272_NV_SNTL,4.6
SNOTEL:1276_ID_SNTL,-9999.0
SNOTEL:1277_CA_SNTL,8.0
SNOTEL:1278_UT_SNTL,8.1
SNOTEL:1280_UT_SNTL,10.1
SNOTEL:1286_MT_SNTL,21.1
SNOTEL:1287_MT_SNTL,8.9
SNOTEL:2029_ID_SNTL,5.9
SNOTEL:246_CA_SNTL,-9999.0
SNOTEL:247_CO_SNTL,-9999.0
SNOTEL:248_CO_SNTL,-9999.0
SNOTEL:249_CO_SNTL,-9999.0
SNOTEL:250_CO_SNTL,-9999.0
SNOTEL:251_ID_SNTL,-9999.0
SNOTEL:252_MT_SNTL,-9999.0
SNOTEL:253_MT_SNTL,-9999.0
SNOTEL:254_MT_SNTL,-9999.0
SNOTEL:255_MT_SNTL,-9999.0
SNOTEL:256_MT_SNTL,-9999.0
SNOTEL:257_NV_SNTL,-9999.0
SNOTEL:258_NV_SNTL,-9999.0
SNOTEL:259_OR_SNTL,-9999.0
SNOTEL:261_UT_SNTL,-9999.0
SNOTEL:262_WA_SNTL,-9999.0
SNOTEL:263_WA_SNTL,-9999.0
SNOTEL:264_WA_SNTL,-9999.0
SNOTEL:266_WY_SNTL,-9999.0
SNOTEL:267_WY_SNTL,-9999.0
SNOTEL:268_WY_SNTL,-9999.0
SNOTEL:269_WY_SNTL,-9999.0
SNOTEL:301_CA_SNTL,9.4
SNOTEL:302_OR_SNTL,9.7
SNOTEL:303_CO_SNTL,4.4
SNOTEL:304_OR_SNTL,11.2
SNOTEL:305_CO_SNTL,-9999.0
SNOTEL:306_ID_SNTL,18.1
SNOTEL:308_AZ_SNTL,1.4
SNOTEL:311_MT_SNTL,12.5
SNOTEL:312_ID_SNTL,18.2
SNOTEL:313_MT_SNTL,9.2
