station_id,2021-11-19
CDEC:ADM,-9999.0
CDEC:AGP,-9999.0
CDEC:ALP,-9999.0
CDEC:BCB,-9999.0
CDEC:BCH,-9999.0
CDEC:BFL,-9999.0
CDEC:BGP,-9999.0
CDEC:BIM,-9999.0
CDEC:BKL,-9999.0
CDEC:BLA,-9999.0
CDEC:BLC,-9999.0
CDEC:BLD,-9999.0
CDEC:BLK,-9999.0
CDEC:BLS,-9999.0
CDEC:BMW,-9999.0
CDEC:BNK,-9999.0
CDEC:BSK,-9999.0
CDEC:CDP,-9999.0
CDEC:CHM,-9999.0
CDEC:CHP,-9999.0
CDEC:CRL,-9999.0
CDEC:CSL,-9999.0
CDEC:CSV,-9999.0
CDEC:CWD,-9999.0
CDEC:CWF,-9999.0
CDEC:CXS,-9999.0
CDEC:DAN,-9999.0
CDEC:DDM,-9999.0
CDEC:DPO,-9999.0
CDEC:DSS,-9999.0
CDEC:EBB,-9999.0
CDEC:EP5,-9999.0
CDEC:FDC,-9999.0
CDEC:FLL,-9999.0
CDEC:FRN,-9999.0
CDEC:FRW,-9999.0
CDEC:GEM,-9999.0
CDEC:GIN,-9999.0
CDEC:GKS,-9999.0
CDEC:GNF,-9999.0
CDEC:GNL,-9999.0
CDEC:GRM,-9999.0
CDEC:GRV,-9999.0
CDEC:GRZ,-9999.0
CDEC:HGM,-9999.0
CDEC:HIG,-9999.0
CDEC:HMB,-9999.0
CDEC:HNT,-9999.0
CDEC:HOR,-9999.0
CDEC:HRK,-9999.0
CDEC:HRS,-9999.0
CDEC:HVN,-9999.0
CDEC:HYS,-9999.0
CDEC:IDC,-9999.0
CDEC:IDP,-9999.0
CDEC:INN,-9999.0
CDEC:KTL,-9999.0
CDEC:LBD,-9999.0
CDEC:LLP,-9999.0
CDEC:LVM,-9999.0
CDEC:LVT,-9999.0
CDEC:MDW,-9999.0
CDEC:MED,-9999.0
CDEC:MHP,-9999.0
CDEC:MNT,-9999.0
CDEC:MRL,-9999.0
CDEC:MSK,-9999.0
CDEC:MTM,-9999.0
CDEC:PDS,-9999.0
CDEC:PET,-9999.0
CDEC:PSC,-9999.0
CDEC:PSN,-9999.0
CDEC:QUA,-9999.0
CDEC:RBP,-9999.0
CDEC:RCC,-9999.0
CDEC:RCK,-9999.0
CDEC:RP2,-9999.0
CDEC:RRM,-9999.0
CDEC:RTL,-9999.0
CDEC:SCN,-9999.0
CDEC:SCT,-9999.0
CDEC:SDF,-9999.0
CDEC:SDW,-9999.0
CDEC:SHM,-9999.0
CDEC:SIL,-9999.0
CDEC:SLM,-9999.0
CDEC:SLT,-9999.0
CDEC:SPS,-9999.0
CDEC:SPT,-9999.0
CDEC:SQV,-9999.0
CDEC:SSM,-9999.0
CDEC:SWM,-9999.0
CDEC:TCC,-9999.0
CDEC:TK2,-9999.0
CDEC:TMR,-9999.0
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,-9999.0
CDEC:UTY,-9999.0
CDEC:VLC,-9999.0
CDEC:VRG,-9999.0
CDEC:VVL,-9999.0
CDEC:WC3,-9999.0
CDEC:WHW,-9999.0
CDEC:WTM,-9999.0
CDEC:WWC,-9999.0
SNOTEL:1000_OR_SNTL,0.4
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,0.1
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,0.6
SNOTEL:1010_OR_SNTL,0.0
SNOTEL:1011_WA_SNTL,1.6
SNOTEL:1012_WA_SNTL,4.1
