station_id,2022-12-24
CDEC:ADM,7.9
CDEC:AGP,-9999.0
CDEC:ALP,12.72
CDEC:BCB,12.79
CDEC:BCH,3.98
CDEC:BFL,4.8
CDEC:BGP,9.19
CDEC:BIM,17.11
CDEC:BKL,19.68
CDEC:BLA,4.8
CDEC:BLC,10.47
CDEC:BLD,10.8
CDEC:BLK,12.6
CDEC:BLS,11.28
CDEC:BMW,9.4
CDEC:BNK,7.68
CDEC:BSK,12.3
CDEC:CDP,9.8
CDEC:CHM,18.24
CDEC:CHP,8.6
CDEC:CRL,13.91
CDEC:CSL,14.6
CDEC:CSV,9.63
CDEC:CWD,6.05
CDEC:CWF,3.2
CDEC:CXS,11.9
CDEC:DAN,-9999.0
CDEC:DDM,11.21
CDEC:DPO,13.5
CDEC:DSS,10.7
CDEC:EBB,14.2
CDEC:EP5,16.6
CDEC:FDC,14.9
CDEC:FLL,6.2
CDEC:FRN,14.88
CDEC:FRW,13.89
CDEC:GEM,16.26
CDEC:GIN,-9999.0
CDEC:GKS,10.44
CDEC:GNF,5.31
CDEC:GNL,15.24
CDEC:GRM,-9999.0
CDEC:GRV,16.68
CDEC:GRZ,13.68
CDEC:HGM,10.0
CDEC:HIG,7.56
CDEC:HMB,13.59
CDEC:HNT,-9999.0
CDEC:HOR,8.9
CDEC:HRK,9.08
CDEC:HRS,-9999.0
CDEC:HVN,10.6
CDEC:HYS,11.76
CDEC:IDC,12.5
CDEC:IDP,15.2
CDEC:INN,7.1
CDEC:KTL,0.0
CDEC:LBD,7.5
CDEC:LLP,24.33
CDEC:LVM,8.4
CDEC:LVT,18.8
CDEC:MDW,20.35
CDEC:MED,10.56
CDEC:MHP,16.92
CDEC:MNT,10.0
CDEC:MRL,9.8
CDEC:MSK,15.3
CDEC:MTM,14.72
CDEC:PDS,-9999.0
CDEC:PET,6.12
CDEC:PSC,11.38
CDEC:PSN,9.1
CDEC:QUA,7.92
CDEC:RBP,7.37
CDEC:RCC,18.31
CDEC:RCK,6.67
CDEC:RP2,11.6
CDEC:RRM,4.9
CDEC:RTL,12.48
CDEC:SCN,8.16
CDEC:SCT,3.6
CDEC:SDF,9.72
CDEC:SDW,9.1
CDEC:SHM,7.97
CDEC:SIL,11.18
CDEC:SLM,11.2
CDEC:SLT,6.6
CDEC:SPS,10.5
CDEC:SPT,5.4
CDEC:SQV,-9999.0
CDEC:SSM,2.33
CDEC:SWM,7.95
CDEC:TCC,7.2
CDEC:TK2,9.3
CDEC:TMR,10.32
CDEC:TNY,-9999.0
CDEC:TUM,-9999.0
CDEC:UBC,14.21
CDEC:UTY,7.01
CDEC:VLC,9.99
CDEC:VRG,6.9
CDEC:VVL,16.79
CDEC:WC3,15.1
CDEC:WHW,13.4
CDEC:WTM,8.73
CDEC:WWC,11.93
SNOTEL:1000_OR_SNTL,11.8
SNOTEL:1004_WA_SNTL,-9999.0
SNOTEL:1005_CO_SNTL,1.5
SNOTEL:1007_OR_SNTL,-9999.0
SNOTEL:1009_MT_SNTL,4.9
SNOTEL:1010_OR_SNTL,7.2
SNOTEL:1011_WA_SNTL,16.9
SNOTEL:1012_WA_SNTL,25.4
SNOTEL:1013_UT_SNTL,6.7
SNOTEL:1014_CO_SNTL,4.5
SNOTEL:1015_WY_SNTL,5.6
SNOTEL:1016_ID_SNTL,3.5
SNOTEL:1017_NM_SNTL,1.5
SNOTEL:1018_OR_SNTL,-9999.0
SNOTEL:1019_OR_SNTL,-9999.0
SNOTEL:1020_OR_SNTL,-9999.0
SNOTEL:1021_OR_SNTL,-9999.0
SNOTEL:1022_OR_SNTL,-9999.0
SNOTEL:1023_OR_SNTL,-9999.0
SNOTEL:1024_OR_SNTL,-9999.0
SNOTEL:1025_OR_SNTL,-9999.0
SNOTEL:1027_OR_SNTL,-9999.0
SNOTEL:1028_OR_SNTL,-9999.0
SNOTEL:1029_OR_SNTL,-9999.0
SNOTEL:1030_CO_SNTL,8.1
SNOTEL:1031_CO_SNTL,9.8
SNOTEL:1032_CO_SNTL,5.8
SNOTEL:1033_CO_SNTL,8.2
SNOTEL:1034_NM_SNTL,0.7
SNOTEL:1038_ID_SNTL,-9999.0
SNOTEL:1039_UT_SNTL,6.4
SNOTEL:1040_CO_SNTL,6.4
SNOTEL:1043_WA_SNTL,6.1
SNOTEL:1044_OR_SNTL,3.5
SNOTEL:1045_WY_SNTL,1.4
SNOTEL:1046_WY_SNTL,-9999.0
SNOTEL:1048_NM_SNTL,0.4
SNOTEL:1050_CA_SNTL,9.0
SNOTEL:1051_CA_SNTL,12.4
SNOTEL:1052_CA_SNTL,9.1
SNOTEL:1053_ID_SNTL,3.1
SNOTEL:1054_UT_SNTL,8.6
SNOTEL:1058_CO_SNTL,2.2
SNOTEL:1061_CO_SNTL,4.6
SNOTEL:1065_UT_SNTL,2.2
SNOTEL:1066_UT_SNTL,3.2
SNOTEL:1067_CA_SNTL,12.0
SNOTEL:1068_WA_SNTL,12.7
SNOTEL:1077_OR_SNTL,8.9
SNOTEL:1079_OR_SNTL,15.3
SNOTEL:1082_WY_SNTL,18.3
SNOTEL:1084_OR_SNTL,0.6
SNOTEL:1085_WA_SNTL,17.5
SNOTEL:1098_UT_SNTL,10.7
SNOTEL:1099_UT_SNTL,5.6
SNOTEL:1100_CO_SNTL,4.6
SNOTEL:1101_CO_SNTL,5.4
SNOTEL:1104_WA_SNTL,6.7
SNOTEL:1105_MT_SNTL,2.8
SNOTEL:1107_WA_SNTL,12.6
SNOTEL:1109_WA_SNTL,3.8
SNOTEL:1110_NV_SNTL,3.1
SNOTEL:1111_NV_SNTL,3.2
SNOTEL:1113_UT_SNTL,5.0
SNOTEL:1114_UT_SNTL,8.5
SNOTEL:1115_UT_SNTL,9.4
SNOTEL:1119_WY_SNTL,10.7
SNOTEL:1120_CO_SNTL,11.5
SNOTEL:1121_AZ_SNTL,0.7
SNOTEL:1122_CO_SNTL,3.8
SNOTEL:1123_CO_SNTL,6.3
SNOTEL:1124_CO_SNTL,0.9
SNOTEL:1127_AZ_SNTL,0.2
SNOTEL:1128_CO_SNTL,3.4
SNOTEL:1129_WA_SNTL,7.4
SNOTEL:1131_WY_SNTL,4.1
SNOTEL:1132_WY_SNTL,1.6
SNOTEL:1133_WY_SNTL,-9999.0
SNOTEL:1134_WY_SNTL,2.7
SNOTEL:1135_UT_SNTL,3.6
SNOTEL:1136_NV_SNTL,7.1
SNOTEL:1138_NM_SNTL,0.8
